order_id;customer_id;employee_id;order_date;required_date;shipped_date;ship_via;freight;ship_name;ship_address;ship_city;ship_region;ship_country
10411;BOTTM;9;10/01/1997;07/02/1997;21/01/1997;3;23.65;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;Canada
10412;WARTH;8;13/01/1997;10/02/1997;15/01/1997;2;3.77;Wartian Herkku;Torikatu 38;Oulu;;Finland
10413;LAMAI;3;14/01/1997;11/02/1997;16/01/1997;2;95.66;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;France
10414;FAMIA;2;14/01/1997;11/02/1997;17/01/1997;3;21.48;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;Brazil
10415;HUNGC;3;15/01/1997;12/02/1997;24/01/1997;1;0.2;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;USA
10416;WARTH;8;16/01/1997;13/02/1997;27/01/1997;3;22.72;Wartian Herkku;Torikatu 38;Oulu;;Finland
10417;SIMOB;4;16/01/1997;13/02/1997;28/01/1997;3;70.29;Simons bistro;Vinbæltet 34;Kobenhavn;;Denmark
10418;QUICK;4;17/01/1997;14/02/1997;24/01/1997;1;17.55;QUICK-Stop;Taucherstraße 10;Cunewalde;;Germany
10419;RICSU;4;20/01/1997;17/02/1997;30/01/1997;2;137.35;Richter Supermarkt;Starenweg 5;Genève;;Switzerland
10420;WELLI;3;21/01/1997;18/02/1997;27/01/1997;1;44.12;Wellington Importadora;Rua do Mercado, 12;Resende;SP;Brazil
10421;QUEDE;8;21/01/1997;04/03/1997;27/01/1997;1;99.23;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;Brazil
10422;FRANS;2;22/01/1997;19/02/1997;31/01/1997;1;3.02;Franchi S.p.A.;Via Monte Bianco 34;Torino;;Italy
10423;GOURL;6;23/01/1997;06/02/1997;24/02/1997;3;24.5;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;Brazil
10424;MEREP;7;23/01/1997;20/02/1997;27/01/1997;2;370.61;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;Canada
10425;LAMAI;6;24/01/1997;21/02/1997;14/02/1997;2;7.93;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;France
10426;GALED;4;27/01/1997;24/02/1997;06/02/1997;1;18.69;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;;Spain
10427;PICCO;4;27/01/1997;24/02/1997;03/03/1997;2;31.29;Piccolo und mehr;Geislweg 14;Salzburg;;Austria
10428;REGGC;7;28/01/1997;25/02/1997;04/02/1997;1;11.09;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;Italy
10429;HUNGO;3;29/01/1997;12/03/1997;07/02/1997;2;56.63;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;Ireland
10430;ERNSH;4;30/01/1997;13/02/1997;03/02/1997;1;458.78;Ernst Handel;Kirchgasse 6;Graz;;Austria
10431;BOTTM;4;30/01/1997;13/02/1997;07/02/1997;2;44.17;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;Canada
10432;SPLIR;3;31/01/1997;14/02/1997;07/02/1997;2;4.34;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;USA
10433;PRINI;3;03/02/1997;03/03/1997;04/03/1997;3;73.83;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;;Portugal
10434;FOLKO;3;03/02/1997;03/03/1997;13/02/1997;2;17.92;Folk och fä HB;Åkergatan 24;Bräcke;;Sweden
10435;CONSH;8;04/02/1997;18/03/1997;07/02/1997;2;9.21;Consolidated Holdings;Berkeley Gardens 12  Brewery;London;;UK
10436;BLONP;3;05/02/1997;05/03/1997;11/02/1997;2;156.66;Blondel père et fils;24, place Kléber;Strasbourg;;France
10437;WARTH;8;05/02/1997;05/03/1997;12/02/1997;1;19.97;Wartian Herkku;Torikatu 38;Oulu;;Finland
10438;TOMSP;3;06/02/1997;06/03/1997;14/02/1997;2;8.24;Toms Spezialitäten;Luisenstr. 48;Münster;;Germany
10439;MEREP;6;07/02/1997;07/03/1997;10/02/1997;3;4.07;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;Canada
10440;SAVEA;4;10/02/1997;10/03/1997;28/02/1997;2;86.53;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;USA
10441;OLDWO;3;10/02/1997;24/03/1997;14/03/1997;2;73.02;Old World Delicatessen;2743 Bering St.;Anchorage;AK;USA
10442;ERNSH;3;11/02/1997;11/03/1997;18/02/1997;2;47.94;Ernst Handel;Kirchgasse 6;Graz;;Austria
10443;REGGC;8;12/02/1997;12/03/1997;14/02/1997;1;13.95;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;Italy
10444;BERGS;3;12/02/1997;12/03/1997;21/02/1997;3;3.5;Berglunds snabbköp;Berguvsvägen  8;Luleå;;Sweden
10445;BERGS;3;13/02/1997;13/03/1997;20/02/1997;1;9.3;Berglunds snabbköp;Berguvsvägen  8;Luleå;;Sweden
10446;TOMSP;6;14/02/1997;14/03/1997;19/02/1997;1;14.68;Toms Spezialitäten;Luisenstr. 48;Münster;;Germany
10447;RICAR;4;14/02/1997;14/03/1997;07/03/1997;2;68.66;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;Brazil
10448;RANCH;4;17/02/1997;17/03/1997;24/02/1997;2;38.82;Rancho grande;Av. del Libertador 900;Buenos Aires;;Argentina
10449;BLONP;3;18/02/1997;18/03/1997;27/02/1997;2;53.3;Blondel père et fils;24, place Kléber;Strasbourg;;France
10450;VICTE;8;19/02/1997;19/03/1997;11/03/1997;2;7.23;Victuailles en stock;2, rue du Commerce;Lyon;;France
10451;QUICK;4;19/02/1997;05/03/1997;12/03/1997;3;189.09;QUICK-Stop;Taucherstraße 10;Cunewalde;;Germany
10452;SAVEA;8;20/02/1997;20/03/1997;26/02/1997;1;140.26;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;USA
10453;AROUT;1;21/02/1997;21/03/1997;26/02/1997;2;25.36;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;UK
10454;LAMAI;4;21/02/1997;21/03/1997;25/02/1997;3;2.74;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;France
10455;WARTH;8;24/02/1997;07/04/1997;03/03/1997;2;180.45;Wartian Herkku;Torikatu 38;Oulu;;Finland
10456;KOENE;8;25/02/1997;08/04/1997;28/02/1997;2;8.12;Königlich Essen;Maubelstr. 90;Brandenburg;;Germany
10457;KOENE;2;25/02/1997;25/03/1997;03/03/1997;1;11.57;Königlich Essen;Maubelstr. 90;Brandenburg;;Germany
10458;SUPRD;7;26/02/1997;26/03/1997;04/03/1997;3;147.06;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;Belgium
10459;VICTE;4;27/02/1997;27/03/1997;28/02/1997;2;25.09;Victuailles en stock;2, rue du Commerce;Lyon;;France
10460;FOLKO;8;28/02/1997;28/03/1997;03/03/1997;1;16.27;Folk och fä HB;Åkergatan 24;Bräcke;;Sweden
10461;LILAS;1;28/02/1997;28/03/1997;05/03/1997;3;148.61;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;Venezuela
10462;CONSH;2;03/03/1997;31/03/1997;18/03/1997;1;6.17;Consolidated Holdings;Berkeley Gardens 12  Brewery;London;;UK
10463;SUPRD;5;04/03/1997;01/04/1997;06/03/1997;3;14.78;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;Belgium
10464;FURIB;4;04/03/1997;01/04/1997;14/03/1997;2;89;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;Portugal
10465;VAFFE;1;05/03/1997;02/04/1997;14/03/1997;3;145.04;Vaffeljernet;Smagsloget 45;Århus;;Denmark
10466;COMMI;4;06/03/1997;03/04/1997;13/03/1997;1;11.93;Comércio Mineiro;Av. dos Lusíadas, 23;Sao Paulo;SP;Brazil
10467;MAGAA;8;06/03/1997;03/04/1997;11/03/1997;2;4.93;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;Italy
10468;KOENE;3;07/03/1997;04/04/1997;12/03/1997;3;44.12;Königlich Essen;Maubelstr. 90;Brandenburg;;Germany
10469;WHITC;1;10/03/1997;07/04/1997;14/03/1997;1;60.18;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;USA
10470;BONAP;4;11/03/1997;08/04/1997;14/03/1997;2;64.56;Bon app';12, rue des Bouchers;Marseille;;France
10471;BSBEV;2;11/03/1997;08/04/1997;18/03/1997;3;45.59;B's Beverages;Fauntleroy Circus;London;;UK
10472;SEVES;8;12/03/1997;09/04/1997;19/03/1997;1;4.2;Seven Seas Imports;90 Wadhurst Rd.;London;;UK
10473;ISLAT;1;13/03/1997;27/03/1997;21/03/1997;3;16.37;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;UK
10474;PERIC;5;13/03/1997;10/04/1997;21/03/1997;2;83.49;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;;Mexico
10475;SUPRD;9;14/03/1997;11/04/1997;04/04/1997;1;68.52;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;Belgium
10476;HILAA;8;17/03/1997;14/04/1997;24/03/1997;3;4.41;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;Venezuela
10477;PRINI;5;17/03/1997;14/04/1997;25/03/1997;2;13.02;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;;Portugal
10478;VICTE;2;18/03/1997;01/04/1997;26/03/1997;3;4.81;Victuailles en stock;2, rue du Commerce;Lyon;;France
10479;RATTC;3;19/03/1997;16/04/1997;21/03/1997;3;708.95;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;USA
10480;FOLIG;6;20/03/1997;17/04/1997;24/03/1997;2;1.35;Folies gourmandes;184, chaussée de Tournai;Lille;;France
10481;RICAR;8;20/03/1997;17/04/1997;25/03/1997;2;64.33;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;Brazil
10482;LAZYK;1;21/03/1997;18/04/1997;10/04/1997;3;7.48;Lazy K Kountry Store;12 Orchestra Terrace;Walla Walla;WA;USA
10483;WHITC;7;24/03/1997;21/04/1997;25/04/1997;2;15.28;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;USA
10484;BSBEV;3;24/03/1997;21/04/1997;01/04/1997;3;6.88;B's Beverages;Fauntleroy Circus;London;;UK
10485;LINOD;4;25/03/1997;08/04/1997;31/03/1997;2;64.45;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;Venezuela
10486;HILAA;1;26/03/1997;23/04/1997;02/04/1997;2;30.53;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;Venezuela
10487;QUEEN;2;26/03/1997;23/04/1997;28/03/1997;2;71.07;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;Brazil
10488;FRANK;8;27/03/1997;24/04/1997;02/04/1997;2;4.93;Frankenversand;Berliner Platz 43;München;;Germany
10489;PICCO;6;28/03/1997;25/04/1997;09/04/1997;2;5.29;Piccolo und mehr;Geislweg 14;Salzburg;;Austria
10490;HILAA;7;31/03/1997;28/04/1997;03/04/1997;2;210.19;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;Venezuela
10491;FURIB;8;31/03/1997;28/04/1997;08/04/1997;3;16.96;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;Portugal
10492;BOTTM;3;01/04/1997;29/04/1997;11/04/1997;1;62.89;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;Canada
10493;LAMAI;4;02/04/1997;30/04/1997;10/04/1997;3;10.64;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;France
10494;COMMI;4;02/04/1997;30/04/1997;09/04/1997;2;65.99;Comércio Mineiro;Av. dos Lusíadas, 23;Sao Paulo;SP;Brazil
10495;LAUGB;3;03/04/1997;01/05/1997;11/04/1997;3;4.65;Laughing Bacchus Wine Cellars;2319 Elm St.;Vancouver;BC;Canada
10496;TRADH;7;04/04/1997;02/05/1997;07/04/1997;2;46.77;Tradiçao Hipermercados;Av. Inês de Castro, 414;Sao Paulo;SP;Brazil
10497;LEHMS;7;04/04/1997;02/05/1997;07/04/1997;1;36.21;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;Germany
10498;HILAA;8;07/04/1997;05/05/1997;11/04/1997;2;29.75;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;Venezuela
10499;LILAS;4;08/04/1997;06/05/1997;16/04/1997;2;102.02;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;Venezuela
10500;LAMAI;6;09/04/1997;07/05/1997;17/04/1997;1;42.68;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;France
10501;BLAUS;9;09/04/1997;07/05/1997;16/04/1997;3;8.85;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;Germany
10502;PERIC;2;10/04/1997;08/05/1997;29/04/1997;1;69.32;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;;Mexico
10503;HUNGO;6;11/04/1997;09/05/1997;16/04/1997;2;16.74;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;Ireland
10504;WHITC;4;11/04/1997;09/05/1997;18/04/1997;3;59.13;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;USA
10505;MEREP;3;14/04/1997;12/05/1997;21/04/1997;3;7.13;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;Canada
10506;KOENE;9;15/04/1997;13/05/1997;02/05/1997;2;21.19;Königlich Essen;Maubelstr. 90;Brandenburg;;Germany
10507;ANTON;7;15/04/1997;13/05/1997;22/04/1997;1;47.45;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;Mexico
10508;OTTIK;1;16/04/1997;14/05/1997;13/05/1997;2;4.99;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;Germany
10509;BLAUS;4;17/04/1997;15/05/1997;29/04/1997;1;0.15;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;Germany
10510;SAVEA;6;18/04/1997;16/05/1997;28/04/1997;3;367.63;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;USA
10511;BONAP;4;18/04/1997;16/05/1997;21/04/1997;3;350.64;Bon app';12, rue des Bouchers;Marseille;;France
10512;FAMIA;7;21/04/1997;19/05/1997;24/04/1997;2;3.53;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;Brazil
10513;WANDK;7;22/04/1997;03/06/1997;28/04/1997;1;105.65;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;Germany
10514;ERNSH;3;22/04/1997;20/05/1997;16/05/1997;2;789.95;Ernst Handel;Kirchgasse 6;Graz;;Austria
10515;QUICK;2;23/04/1997;07/05/1997;23/05/1997;1;204.47;QUICK-Stop;Taucherstraße 10;Cunewalde;;Germany
10516;HUNGO;2;24/04/1997;22/05/1997;01/05/1997;3;62.78;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;Ireland
10517;NORTS;3;24/04/1997;22/05/1997;29/04/1997;3;32.07;North/South;South House 300 Queensbridge;London;;UK
10518;TORTU;4;25/04/1997;09/05/1997;05/05/1997;2;218.15;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;Mexico
10519;CHOPS;6;28/04/1997;26/05/1997;01/05/1997;3;91.76;Chop-suey Chinese;Hauptstr. 31;Bern;;Switzerland
10520;SANTG;7;29/04/1997;27/05/1997;01/05/1997;1;13.37;Santé Gourmet;Erling Skakkes gate 78;Stavern;;Norway
10521;CACTU;8;29/04/1997;27/05/1997;02/05/1997;2;17.22;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;Argentina
10522;LEHMS;4;30/04/1997;28/05/1997;06/05/1997;1;45.33;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;Germany
10523;SEVES;7;01/05/1997;29/05/1997;30/05/1997;2;77.63;Seven Seas Imports;90 Wadhurst Rd.;London;;UK
10524;BERGS;1;01/05/1997;29/05/1997;07/05/1997;2;244.79;Berglunds snabbköp;Berguvsvägen  8;Luleå;;Sweden
10525;BONAP;1;02/05/1997;30/05/1997;23/05/1997;2;11.06;Bon app';12, rue des Bouchers;Marseille;;France
10526;WARTH;4;05/05/1997;02/06/1997;15/05/1997;2;58.59;Wartian Herkku;Torikatu 38;Oulu;;Finland
10527;QUICK;7;05/05/1997;02/06/1997;07/05/1997;1;41.9;QUICK-Stop;Taucherstraße 10;Cunewalde;;Germany
10528;GREAL;6;06/05/1997;20/05/1997;09/05/1997;2;3.35;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;USA
10529;MAISD;5;07/05/1997;04/06/1997;09/05/1997;2;66.69;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;Belgium
10530;PICCO;3;08/05/1997;05/06/1997;12/05/1997;2;339.22;Piccolo und mehr;Geislweg 14;Salzburg;;Austria
10531;OCEAN;7;08/05/1997;05/06/1997;19/05/1997;1;8.12;Océano Atlántico Ltda.;Ing. Gustavo Moncada 8585 Piso 20-A;Buenos Aires;;Argentina
10532;EASTC;7;09/05/1997;06/06/1997;12/05/1997;3;74.46;Eastern Connection;35 King George;London;;UK
10533;FOLKO;8;12/05/1997;09/06/1997;22/05/1997;1;188.04;Folk och fä HB;Åkergatan 24;Bräcke;;Sweden
10534;LEHMS;8;12/05/1997;09/06/1997;14/05/1997;2;27.94;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;Germany
10535;ANTON;4;13/05/1997;10/06/1997;21/05/1997;1;15.64;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;Mexico
10536;LEHMS;3;14/05/1997;11/06/1997;06/06/1997;2;58.88;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;Germany
10537;RICSU;1;14/05/1997;28/05/1997;19/05/1997;1;78.85;Richter Supermarkt;Starenweg 5;Genève;;Switzerland
10538;BSBEV;9;15/05/1997;12/06/1997;16/05/1997;3;4.87;B's Beverages;Fauntleroy Circus;London;;UK
10539;BSBEV;6;16/05/1997;13/06/1997;23/05/1997;3;12.36;B's Beverages;Fauntleroy Circus;London;;UK
10540;QUICK;3;19/05/1997;16/06/1997;13/06/1997;3;1007.64;QUICK-Stop;Taucherstraße 10;Cunewalde;;Germany
10541;HANAR;2;19/05/1997;16/06/1997;29/05/1997;1;68.65;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;Brazil
10542;KOENE;1;20/05/1997;17/06/1997;26/05/1997;3;10.95;Königlich Essen;Maubelstr. 90;Brandenburg;;Germany
10543;LILAS;8;21/05/1997;18/06/1997;23/05/1997;2;48.17;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;Venezuela
10544;LONEP;4;21/05/1997;18/06/1997;30/05/1997;1;24.91;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;USA
10545;LAZYK;8;22/05/1997;19/06/1997;26/06/1997;2;11.92;Lazy K Kountry Store;12 Orchestra Terrace;Walla Walla;WA;USA
10546;VICTE;1;23/05/1997;20/06/1997;27/05/1997;3;194.72;Victuailles en stock;2, rue du Commerce;Lyon;;France
10547;SEVES;3;23/05/1997;20/06/1997;02/06/1997;2;178.43;Seven Seas Imports;90 Wadhurst Rd.;London;;UK
10548;TOMSP;3;26/05/1997;23/06/1997;02/06/1997;2;1.43;Toms Spezialitäten;Luisenstr. 48;Münster;;Germany
10549;QUICK;5;27/05/1997;10/06/1997;30/05/1997;1;171.24;QUICK-Stop;Taucherstraße 10;Cunewalde;;Germany
10550;GODOS;7;28/05/1997;25/06/1997;06/06/1997;3;4.32;Godos Cocina Típica;C/ Romero, 33;Sevilla;;Spain
10551;FURIB;4;28/05/1997;09/07/1997;06/06/1997;3;72.95;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;Portugal
10552;HILAA;2;29/05/1997;26/06/1997;05/06/1997;1;83.22;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;Venezuela
10553;WARTH;2;30/05/1997;27/06/1997;03/06/1997;2;149.49;Wartian Herkku;Torikatu 38;Oulu;;Finland
10554;OTTIK;4;30/05/1997;27/06/1997;05/06/1997;3;120.97;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;Germany
10555;SAVEA;6;02/06/1997;30/06/1997;04/06/1997;3;252.49;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;USA
10556;SIMOB;2;03/06/1997;15/07/1997;13/06/1997;1;9.8;Simons bistro;Vinbæltet 34;Kobenhavn;;Denmark
10557;LEHMS;9;03/06/1997;17/06/1997;06/06/1997;2;96.72;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;Germany
10558;AROUT;1;04/06/1997;02/07/1997;10/06/1997;2;72.97;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;UK
10559;BLONP;6;05/06/1997;03/07/1997;13/06/1997;1;8.05;Blondel père et fils;24, place Kléber;Strasbourg;;France
10560;FRANK;8;06/06/1997;04/07/1997;09/06/1997;1;36.65;Frankenversand;Berliner Platz 43;München;;Germany
10561;FOLKO;2;06/06/1997;04/07/1997;09/06/1997;2;242.21;Folk och fä HB;Åkergatan 24;Bräcke;;Sweden
10562;REGGC;1;09/06/1997;07/07/1997;12/06/1997;1;22.95;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;Italy
10563;RICAR;2;10/06/1997;22/07/1997;24/06/1997;2;60.43;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;Brazil
10564;RATTC;4;10/06/1997;08/07/1997;16/06/1997;3;13.75;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;USA
10565;MEREP;8;11/06/1997;09/07/1997;18/06/1997;2;7.15;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;Canada
10566;BLONP;9;12/06/1997;10/07/1997;18/06/1997;1;88.4;Blondel père et fils;24, place Kléber;Strasbourg;;France
10567;HUNGO;1;12/06/1997;10/07/1997;17/06/1997;1;33.97;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;Ireland
10568;GALED;3;13/06/1997;11/07/1997;09/07/1997;3;6.54;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;;Spain
10569;RATTC;5;16/06/1997;14/07/1997;11/07/1997;1;58.98;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;USA
10570;MEREP;3;17/06/1997;15/07/1997;19/06/1997;3;188.99;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;Canada
10571;ERNSH;8;17/06/1997;29/07/1997;04/07/1997;3;26.06;Ernst Handel;Kirchgasse 6;Graz;;Austria
10572;BERGS;3;18/06/1997;16/07/1997;25/06/1997;2;116.43;Berglunds snabbköp;Berguvsvägen  8;Luleå;;Sweden
10573;ANTON;7;19/06/1997;17/07/1997;20/06/1997;3;84.84;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;Mexico
10574;TRAIH;4;19/06/1997;17/07/1997;30/06/1997;2;37.6;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;USA
10575;MORGK;5;20/06/1997;04/07/1997;30/06/1997;1;127.34;Morgenstern Gesundkost;Heerstr. 22;Leipzig;;Germany
